dog_breed,dog_age,vaccinated,grooming,rabies,fever,lethargy,behavior_change,aggression,excessive_drooling,difficulty_swallowing,seizures,staggering_gait,hind_leg_paralysis,jaw_dropped
Great Dane,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,12,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
Chihuahua,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,3,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes
Bulldog,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,15,yes,no,no,no,no,no,no,no,no,no,no,no,no
Beagle,2,yes,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,10,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no
Doberman Pinscher,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
Poodle,4,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes
Great Dane,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,9,no,yes,yes,no,no,yes,no,no,no,no,no,no,no
Labrador Retriever,3,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no
Bulldog,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,2,yes,no,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,13,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Chihuahua,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,10,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no
Shih Tzu,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,3,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
Rottweiler,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,3,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no
Labrador Retriever,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,11,no,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,9,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
Boxer,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,3,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no
Bulldog,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,5,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
Poodle,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,10,no,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,14,no,no,yes,no,yes,yes,no,no,no,no,no,no,no
French Bulldog,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,13,no,no,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,10,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no
Bulldog,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Great Dane,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,14,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
Siberian Husky,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,7,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
Pomeranian,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,13,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no
Shih Tzu,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,2,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no
French Bulldog,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,7,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Pomeranian,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,2,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no
Dachshund,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,13,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes
Stray,2,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no
Rottweiler,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,4,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
Doberman Pinscher,9,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Stray,8,no,no,yes,no,no,yes,no,no,no,no,no,no,no
Boxer,5,yes,no,no,no,no,no,no,no,no,no,no,no,no
Beagle,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,4,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no
Doberman Pinscher,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,14,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no
Bulldog,11,yes,yes,no,yes,no,no,no,no,no,no,no,no,no
Shih Tzu,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,4,no,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,14,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes
Great Dane,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
Bulldog,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,5,no,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,5,yes,yes,no,yes,no,no,no,no,no,no,no,no,no
German Shepherd,6,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no
Stray,13,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes
German Shepherd,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,2,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes
Stray,6,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no
Dachshund,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
Boxer,10,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Dachshund,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,4,no,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,1,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no
Pomeranian,9,yes,yes,no,yes,no,no,no,no,no,no,no,no,no
Beagle,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,15,no,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Poodle,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,2,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no
Pomeranian,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,15,yes,yes,no,yes,no,no,no,no,no,no,no,no,no
Stray,15,no,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no
Mixed Breed,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Boxer,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,9,yes,yes,no,yes,no,no,no,no,no,no,no,no,no
Great Dane,5,yes,no,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,7,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
German Shepherd,7,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no
Beagle,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,12,yes,no,no,no,no,no,no,no,no,no,no,no,no
Beagle,11,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no
Chihuahua,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,12,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Beagle,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,4,yes,no,no,no,yes,no,no,no,no,no,no,no,no
Bulldog,15,yes,no,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,10,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
Poodle,5,yes,no,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,2,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,12,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Dachshund,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,3,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Stray,7,no,no,no,no,no,no,no,no,no,no,no,no,no
Boxer,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,11,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Labrador Retriever,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Beagle,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,2,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
Great Dane,1,yes,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Boxer,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,7,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no
Doberman Pinscher,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
Boxer,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,13,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
Doberman Pinscher,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
Bulldog,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Australian Shepherd,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,12,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no
Doberman Pinscher,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,2,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,13,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no
Rottweiler,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,2,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no
Bulldog,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,3,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no
Pomeranian,1,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Pomeranian,2,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
Stray,15,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no
Pomeranian,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Poodle,4,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes
Great Dane,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,15,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
Rottweiler,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,2,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no
Beagle,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,13,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,3,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
German Shepherd,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,10,no,no,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,14,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no
Rottweiler,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,11,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
Great Dane,14,yes,no,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,7,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no
Australian Shepherd,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Great Dane,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,15,yes,no,no,no,no,no,no,no,no,no,no,no,no
Great Dane,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,14,no,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,10,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Great Dane,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,12,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Great Dane,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Dachshund,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,10,no,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,5,yes,no,no,no,no,no,no,no,no,no,no,no,no
German Shepherd,5,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no
Beagle,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Great Dane,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,6,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
Poodle,10,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Dachshund,12,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,12,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no
Doberman Pinscher,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
Boxer,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,3,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,9,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
Poodle,5,yes,no,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Mixed Breed,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,15,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
Boxer,7,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Bulldog,2,yes,no,no,no,no,no,no,no,no,no,no,no,no
Poodle,1,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no
Boxer,7,no,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,6,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Boxer,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,7,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Bulldog,8,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Stray,8,no,no,no,no,no,no,no,no,no,no,no,no,no
Poodle,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,14,no,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,4,yes,no,no,no,no,no,no,no,no,no,no,no,no
Poodle,1,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,9,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Shih Tzu,1,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes
Boxer,4,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Rottweiler,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Siberian Husky,5,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Poodle,9,yes,no,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Pomeranian,3,no,yes,yes,no,no,yes,no,no,no,no,no,no,no
Poodle,13,yes,yes,no,no,no,no,no,no,no,no,no,no,no
French Bulldog,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
Chihuahua,8,no,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes
Pomeranian,10,yes,no,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,7,yes,no,no,no,no,no,no,no,no,no,no,no,no
Boxer,3,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Labrador Retriever,11,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,13,no,no,yes,yes,no,yes,no,no,no,no,no,no,no
Golden Retriever,7,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Beagle,14,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Golden Retriever,15,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Boxer,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Bulldog,12,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,8,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes
Labrador Retriever,6,yes,no,no,no,no,no,no,no,no,no,no,no,no
Stray,13,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no
Labrador Retriever,6,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Doberman Pinscher,3,no,yes,yes,no,no,yes,no,no,no,no,no,no,no
French Bulldog,8,yes,no,no,no,no,no,no,no,no,no,no,no,no
